"Player","Born","minAge","MP","Starts","Min","Full90s","G","A","NPG","PK","G90","NPG90","A90","NPG+A90","Over27"
"José Molina",1970,27,275,275,24513,272.4,0,0,0,0,0,0,0,0,"*"
"José Montiel",1988,18,13,1,263,2.9000000000000004,0,0,0,0,0,0,0,0,""
"José Moratón",1979,19,156,136,12326,136.9,4,4,4,0,0.029206555249067016,0.029206555249067016,0.029206555249067016,0.05841311049813403,""
"José Nunes",1977,28,221,217,19357,215.1,12,2,12,0,0.05579376969571731,0.05579376969571731,0.009298961615952886,0.06509273131167019,"*"
"José Ortiz Bernal",1977,29,77,6,1828,20.3,1,5,1,0,0.04923413566739606,0.04923413566739606,0.2461706783369803,0.29540481400437635,"*"
"José Oscar Flores",1971,27,104,57,5426,60.3,23,4,22,1,0.3814964983413196,0.36490969406561,0.06634721710283818,0.4312569111684482,"*"
"José Pérez Serer",1966,32,8,6,521,5.8,0,0,0,0,0,0,0,0,"*"
"José Picón",1988,20,4,2,191,2.1,0,0,0,0,0,0,0,0,""
"José Pierre Vunguidica",1990,20,1,0,26,0.3,0,0,0,0,0,0,0,0,""
"José Pozo",1996,18,37,17,1826,20.3,3,0,3,0,0.1478641840087623,0.1478641840087623,0,0.1478641840087623,""
"José Ramón González Pérez",1968,30,1,1,57,0.6,0,0,0,0,0,0,0,0,"*"
"José Rodríguez",1994,17,34,23,1952,21.700000000000003,2,1,2,0,0.09221311475409837,0.09221311475409837,0.04610655737704918,0.13831967213114754,""
"José Sá",1993,18,26,26,2340,26,0,1,0,0,0,0,0.038461538461538464,0.038461538461538464,""
"José Saez",1982,24,168,108,9671,107.5,7,2,7,0,0.06514321166373695,0.06514321166373695,0.018612346189639126,0.08375555785337607,""
"José Sand",1980,30,5,2,209,2.3,0,0,0,0,0,0,0,0,"*"
"José Semedo",1985,21,3,1,107,1.2,0,0,0,0,0,0,0,0,""
"José Serrano",1981,25,40,39,3522,39.1,1,0,1,0,0.02555366269165247,0.02555366269165247,0,0.02555366269165247,""
"José Sosa",1985,22,92,44,4120,45.8,3,7,3,0,0.06553398058252427,0.06553398058252427,0.1529126213592233,0.21844660194174756,""
"José Vicente Simeón Peris",1974,29,2,0,40,0.4,0,0,0,0,0,0,0,0,"*"
"José Zahínos",1977,26,30,17,1758,19.5,1,0,1,0,0.051194539249146756,0.051194539249146756,0,0.051194539249146756,""
"Joseba Arriaga",1982,20,56,23,2491,27.7,3,4,3,0,0.10839020473705341,0.10839020473705341,0.14452027298273787,0.25291047771979125,""
"Joseba del Olmo",1981,27,10,2,313,3.5,1,0,1,0,0.2875399361022364,0.2875399361022364,0,0.2875399361022364,"*"
"Joseba Etxeberria",1977,20,341,281,24565,272.8,65,40,64,1,0.2381437003867291,0.2344799511500102,0.14654996946875637,0.38102992061876656,""
"Joseba Garmendia",1985,20,45,19,1870,20.7,3,1,3,0,0.1443850267379679,0.1443850267379679,0.0481283422459893,0.1925133689839572,""
"Joseba Llorente",1979,19,179,115,10171,113,51,16,51,0,0.45128305967948085,0.45128305967948085,0.14157899911513125,0.5928620587946121,""
"Joseba Zaldúa",1992,21,174,151,13490,150,2,7,2,0,0.01334321719792439,0.01334321719792439,0.046701260192735364,0.06004447739065975,""
"Josef Hušbauer",1990,24,2,0,23,0.3,0,0,0,0,0,0,0,0,""
"Josef Ivanović",1973,25,2,0,20,0.2,0,0,0,0,0,0,0,0,""
"Josef Martínez",1993,21,58,34,2998,33.300000000000004,7,2,7,0,0.21014009339559708,0.21014009339559708,0.0600400266844563,0.2701801200800534,""
"Joselito",1985,23,2,0,47,0.5,0,0,0,0,0,0,0,0,""
"Joselu",1990,20,267,195,18015,200.2,72,16,62,10,0.3597002497918401,0.3097418817651957,0.07993338884263114,0.3896752706078268,""
"Joselu",1991,20,11,3,332,3.7,0,1,0,0,0,0,0.27108433734939763,0.27108433734939763,""
"Josema",1996,24,35,22,2149,23.8,0,1,0,0,0,0,0.041879944160074456,0.041879944160074456,""
"Josema López",1969,29,18,14,1052,11.7,0,0,0,0,0,0,0,0,"*"
"Josemi",1979,20,198,182,16142,179.4,1,5,1,0,0.005575517284103581,0.005575517284103581,0.0278775864205179,0.033453103704621484,""
"Josep Antoni Gayá",2000,18,1,1,58,0.6,0,0,0,0,0,0,0,0,""
"Josep Martinez",1998,22,2,2,180,2,0,0,0,0,0,0,0,0,""
"Josep Señé",1991,23,27,13,1201,13.4,0,3,0,0,0,0,0.2248126561199001,0.2248126561199001,""
"Josep Setvalls",1974,25,22,14,1330,14.8,1,0,1,0,0.06766917293233084,0.06766917293233084,0,0.06766917293233084,""
"Joseph-Désiré Job",1977,21,164,103,9496,105.4,32,13,31,1,0.3032855939342881,0.2938079191238416,0.12320977253580455,0.41701769165964614,""
"Joseph Aidoo",1995,23,77,59,5349,59.400000000000006,0,1,0,0,0,0,0.01682557487380819,0.01682557487380819,""
"Joseph Akpala",1986,25,21,3,464,5.2,1,1,1,0,0.1939655172413793,0.1939655172413793,0.1939655172413793,0.3879310344827586,""
"Joseph Barbato",1994,17,9,2,336,3.8,0,0,0,0,0,0,0,0,""
"Joseph Dayo Oshadogan",1976,23,44,32,3087,34.2,0,0,0,0,0,0,0,0,""
"Joseph Enakarhire",1982,23,16,12,1230,13.7,0,0,0,0,0,0,0,0,""
"Joseph Laumann",1983,21,1,0,1,0,0,0,0,0,0,0,0,0,""
"Joseph Lopy",1992,19,41,36,3128,34.8,1,1,1,0,0.028772378516624043,0.028772378516624043,0.028772378516624043,0.05754475703324809,""
"Joseph Minala",1996,16,3,0,26,0.3,0,0,0,0,0,0,0,0,""
"Joseph N'Do",1976,23,25,23,1953,21.7,0,1,0,0,0,0,0.04608294930875576,0.04608294930875576,""
"Joseph Scally",2002,18,21,17,1537,17.1,1,2,1,0,0.058555627846454135,0.058555627846454135,0.11711125569290827,0.1756668835393624,""
"Joseph Yobo",1980,20,251,235,20948,232.8,8,2,8,0,0.034370822990261604,0.034370822990261604,0.008592705747565401,0.04296352873782701,""
"Josete",1970,28,20,13,1289,14.3,0,1,0,0,0,0,0.06982156710628394,0.06982156710628394,"*"
"Josetxo",1977,24,212,202,18027,200.4,0,1,0,0,0,0,0.004992511233150274,0.004992511233150274,""
"Josh Benson",1999,20,6,2,264,2.9,0,0,0,0,0,0,0,0,""
"Josh Brownhill",1995,23,65,61,5451,60.6,1,2,1,0,0.01651073197578426,0.01651073197578426,0.03302146395156852,0.04953219592735278,""
"Josh Cullen",1996,19,3,0,9,0.1,0,0,0,0,0,0,0,0,""
"Josh Dasilva",1998,18,4,2,136,1.5,0,0,0,0,0,0,0,0,""
"Josh Harrop",1995,20,1,1,90,1,1,0,1,0,1,1,0,1,""
"Josh Maja",1998,19,62,29,2556,28.4,12,2,11,1,0.4225352112676056,0.3873239436619718,0.07042253521126761,0.45774647887323944,""
"Josh Martin",2001,17,5,0,37,0.4,0,0,0,0,0,0,0,0,""
"Josh McEachran",1993,17,15,2,323,3.6,0,0,0,0,0,0,0,0,""
"Josh Morris",1991,18,6,0,168,1.9,0,1,0,0,0,0,0.5357142857142857,0.5357142857142857,""
"Josh Murphy",1995,18,38,22,1956,21.7,3,2,3,0,0.13803680981595093,0.13803680981595093,0.09202453987730062,0.23006134969325154,""
"Josh Onomah",1997,18,24,4,479,5.3,0,0,0,0,0,0,0,0,""
"Josh Payne",1990,17,2,0,12,0.1,0,0,0,0,0,0,0,0,""
"Josh Sargent",2000,18,92,61,5458,60.6,13,5,13,0,0.21436423598387688,0.21436423598387688,0.08244778307072188,0.29681201905459875,""
"Josh Sims",1997,19,20,4,586,6.5,0,2,0,0,0,0,0.30716723549488056,0.30716723549488056,""
"Josh Tymon",1999,17,8,6,485,5.4,0,0,0,0,0,0,0,0,""
"Josh Vela",1993,17,3,0,40,0.4,0,0,0,0,0,0,0,0,""
"Josh Walker",1989,16,7,2,300,3.3,0,0,0,0,0,0,0,0,""
"Josha Vagnoman",2000,16,1,0,21,0.2,0,0,0,0,0,0,0,0,""
"Joshua Brenet",1994,24,15,10,907,10.1,2,1,2,0,0.19845644983461963,0.19845644983461963,0.09922822491730982,0.29768467475192945,""
"Joshua Brillante",1993,21,3,1,43,0.4,0,0,0,0,0,0,0,0,""
"Joshua Kennedy",1982,17,57,33,3267,36.4,9,5,9,0,0.24793388429752067,0.24793388429752067,0.13774104683195593,0.3856749311294766,""
"Joshua Kimmich",1995,20,191,165,14977,166.5,20,47,20,0,0.12018428256660213,0.12018428256660213,0.28243306403151497,0.4026173465981171,""
"Joshua King",1992,19,198,163,14137,157,53,17,40,13,0.33741246374761263,0.2546509160359341,0.10822663931527199,0.3628775553512061,""
"Joshua Mees",1996,23,16,1,330,3.7,0,1,0,0,0,0,0.2727272727272727,0.2727272727272727,""
"Joshua Nadeau",1994,18,7,5,412,4.6,0,0,0,0,0,0,0,0,""
"Joshua Pérez",1998,18,1,0,16,0.2,0,0,0,0,0,0,0,0,""
"Joshua Zapata",1989,18,1,0,17,0.2,0,0,0,0,0,0,0,0,""
"Joshua Zirkzee",2001,18,16,4,502,5.6,4,0,4,0,0.7171314741035857,0.7171314741035857,0,0.7171314741035857,""
"Josias Basso",1989,19,1,0,27,0.3,0,0,0,0,0,0,0,0,""
"Josico",1975,25,211,183,15112,168,11,6,11,0,0.06551085230280572,0.06551085230280572,0.03573319216516675,0.10124404446797247,""
"Josip Brekalo",1998,18,136,91,8062,89.7,23,15,23,0,0.25676010915405606,0.25676010915405606,0.16745224510047133,0.4242123542545274,""
"Josip Drmić",1992,20,128,57,5944,66,32,5,30,2,0.4845222072678331,0.4542395693135935,0.07570659488559893,0.5299461641991924,""
"Josip Elez",1994,23,21,16,1420,15.8,0,0,0,0,0,0,0,0,""
"Josip Iličić",1988,22,338,251,21713,241.2,96,56,83,13,0.3979182977939484,0.34403352830101785,0.23211900704646984,0.5761525353474877,""
"Josip Posavec",1996,19,30,30,2700,30,0,0,0,0,0,0,0,0,""
"Josip Radošević",1994,19,17,5,538,6,0,0,0,0,0,0,0,0,""
"Josip Šimunić",1978,21,269,250,22339,248.2,4,4,4,0,0.01611531402479968,0.01611531402479968,0.01611531402479968,0.03223062804959936,""
"Josip Skoko",1975,29,45,34,3021,33.5,0,1,0,0,0,0,0.029791459781529295,0.029791459781529295,"*"
"Josip Stanišić",2000,20,9,5,496,5.5,0,0,0,0,0,0,0,0,""
"Josip Tadić",1987,17,15,6,505,5.6,0,1,0,0,0,0,0.1782178217821782,0.1782178217821782,""
"Joško Gvardiol",2002,18,22,21,1869,20.8,2,2,2,0,0.09630818619582664,0.09630818619582664,0.09630818619582664,0.19261637239165327,""
"Jostein Flo",1964,28,33,32,2895,32.2,9,4,9,0,0.27979274611398963,0.27979274611398963,0.12435233160621761,0.40414507772020725,"*"
"Josu Sarriegi",1979,21,71,69,6198,68.8,2,0,2,0,0.02904162633107454,0.02904162633107454,0,0.02904162633107454,""
"Josu Urrutia",1968,30,95,87,7195,79.89999999999999,3,0,3,0,0.037526059763724806,0.037526059763724806,0,0.037526059763724806,"*"
"Josué",1979,28,164,156,13216,146.8,2,4,2,0,0.013619854721549637,0.013619854721549637,0.027239709443099273,0.04085956416464891,"*"
"Josué Albert",1992,18,1,0,17,0.2,0,0,0,0,0,0,0,0,""
"Josué Homawoo",1997,21,1,0,45,0.5,0,0,0,0,0,0,0,0,""
"Josué Quijano",1991,24,27,22,2051,22.8,0,1,0,0,0,0,0.04388103364212579,0.04388103364212579,""
"Josuha Guilavogui",1990,18,292,230,21039,233.5,15,11,15,0,0.06416654783972622,0.06416654783972622,0.04705546841579923,0.11122201625552545,""
"Jota",1991,24,51,33,2633,29.2,0,3,0,0,0,0,0.10254462590201291,0.10254462590201291,""
"Jota",1999,21,17,7,668,7.4,1,0,1,0,0.1347305389221557,0.1347305389221557,0,0.1347305389221557,""
"Jotha",1982,22,1,0,4,0,0,0,0,0,0,0,0,0,""
"Jovan Kirovski",1976,26,23,5,594,6.6,2,0,2,0,0.30303030303030304,0.30303030303030304,0,0.30303030303030304,""
"Jovan Stanković",1971,27,109,80,7252,80.5,9,18,6,3,0.11169332597904026,0.07446221731936017,0.22338665195808052,0.2978488692774407,"*"
"Jovane Cabral",1998,18,1,0,67,0.7,0,0,0,0,0,0,0,0,""
"Jovo Bosančić",1970,26,17,13,1192,13.2,2,0,1,1,0.15100671140939598,0.07550335570469799,0,0.07550335570469799,""
"Joyce Moreno",1974,23,20,12,1199,13.3,0,0,0,0,0,0,0,0,""
"Jozabed",1991,23,113,78,6964,77.39999999999999,12,9,12,0,0.15508328546812178,0.15508328546812178,0.11631246410109133,0.2713957495692131,""
"Jozo Stanić",1999,19,1,0,3,0,0,0,0,0,0,0,0,0,""
"József Varga",1988,24,6,6,398,4.4,0,0,0,0,0,0,0,0,""
"Jozy Altidore",1989,18,79,39,3849,42.8,3,4,3,0,0.0701480904130943,0.0701480904130943,0.09353078721745908,0.1636788776305534,""
"Juan",1979,23,256,248,21576,239.8,19,8,19,0,0.07925472747497218,0.07925472747497218,0.03337041156840934,0.11262513904338153,""
"Juan-Luis Montero",1971,28,159,150,13420,149,0,6,0,0,0,0,0.040238450074515646,0.040238450074515646,"*"
"Juan Aguilera",1985,32,6,4,344,3.8,0,0,0,0,0,0,0,0,"*"
"Juan Andrés Gómez",1971,27,63,57,4966,55.2,0,1,0,0,0,0,0.018123238018525976,0.018123238018525976,"*"
"Juan Ángel Albín",1986,20,129,64,6481,72,21,8,21,0,0.29162166332356115,0.29162166332356115,0.11109396698040425,0.4027156303039654,""
"Juan Ángel Seguro",1984,19,2,0,28,0.3,0,0,0,0,0,0,0,0,""
"Juan Antonio",1988,24,2,0,10,0.1,0,0,0,0,0,0,0,0,""
"Juan Antonio Pizzi",1968,33,13,10,916,10.2,1,1,1,0,0.0982532751091703,0.0982532751091703,0.0982532751091703,0.1965065502183406,"*"
"Juan Antonio Ureña",1967,30,16,13,1058,11.8,0,0,0,0,0,0,0,0,"*"
"Juan Arango",1980,24,338,323,28181,313,71,67,71,0,0.22674851850537595,0.22674851850537595,0.2139739540825379,0.44072247258791386,""
"Juan Bernat",1993,18,183,146,13062,145.3,5,15,5,0,0.034451079467156635,0.034451079467156635,0.1033532384014699,0.13780431786862654,""
"Juan Brunet",1998,22,2,0,24,0.3,0,0,0,0,0,0,0,0,""
"Juan Brunetta",1997,23,12,4,475,5.3,1,2,1,0,0.18947368421052632,0.18947368421052632,0.37894736842105264,0.5684210526315789,""
"Juan Calatayud",1979,23,96,93,8447,93.89999999999999,0,0,0,0,0,0,0,0,""
"Juan Carlos",1973,26,34,30,2237,24.9,12,3,12,0,0.4827894501564596,0.4827894501564596,0.1206973625391149,0.6034868126955745,""
"Juan Carlos",1987,20,10,7,726,8.1,0,0,0,0,0,0,0,0,""
"Juan Carlos",1988,26,53,51,4684,52,0,0,0,0,0,0,0,0,""
"Juan Carlos",1991,23,17,3,362,4,0,1,0,0,0,0,0.24861878453038672,0.24861878453038672,""
"Juan Carlos Caballero",1978,23,1,1,90,1,0,0,0,0,0,0,0,0,""
"Juan Carlos Docabo",1970,27,1,1,90,1,0,0,0,0,0,0,0,0,"*"
"Juan Carlos Menseguez",1984,19,109,70,6508,72.3,5,8,5,0,0.06914566687154271,0.06914566687154271,0.11063306699446834,0.17977873386601106,""
"Juan Carlos Moreno",1975,29,38,31,2731,30.299999999999997,4,3,4,0,0.13181984621017942,0.13181984621017942,0.09886488465763456,0.230684730867814,"*"
"Juan Carlos Paredes",1987,28,17,7,771,8.6,0,0,0,0,0,0,0,0,"*"
"Juan Carlos Socorro",1972,29,5,0,100,1.1,0,0,0,0,0,0,0,0,"*"
"Juan Carlos Unzué",1967,31,64,64,5745,63.8,0,0,0,0,0,0,0,0,"*"
"Juan Carlos Valerón",1975,23,367,262,23446,260.6,26,51,26,0,0.09980380448690608,0.09980380448690608,0.19576900110893117,0.29557280559583726,""
"Juan Cobián",1975,22,9,7,625,6.9,0,0,0,0,0,0,0,0,""
"Juan Cruz",2000,17,1,0,7,0.1,0,0,0,0,0,0,0,0,""
"Juan Cruz Armada",1992,28,41,37,3225,35.8,0,0,0,0,0,0,0,0,"*"
"Juan Cruz Ochoa",1979,22,55,53,4524,50.300000000000004,2,0,2,0,0.03978779840848806,0.03978779840848806,0,0.03978779840848806,""
"Juan Cuadrado",1988,21,336,265,23966,266.3,42,52,41,1,0.15772344154218476,0.15396812150546607,0.19527664190937163,0.3492447634148377,""
"Juan Díaz Prendes",1977,29,30,23,1834,20.4,0,1,0,0,0,0,0.04907306434023991,0.04907306434023991,"*"
"Juan Domínguez",1983,20,2,0,24,0.3,0,0,0,0,0,0,0,0,""
"Juan Domínguez",1990,19,84,53,5096,56.699999999999996,2,0,2,0,0.03532182103610675,0.03532182103610675,0,0.03532182103610675,""
"Juan Eleder Acedo Elorriaga",1968,30,4,3,240,2.7,0,0,0,0,0,0,0,0,"*"
"Juan Elía",1979,24,40,38,3423,38.1,0,0,0,0,0,0,0,0,""
"Juan Eluchans",1980,27,60,48,3728,41.4,7,4,7,0,0.16899141630901288,0.16899141630901288,0.09656652360515021,0.2655579399141631,"*"
"Juan Esnáider",1973,25,68,55,4467,49.5,14,4,11,3,0.28206850235057085,0.2216252518468771,0.08059100067159168,0.3022162525184688,""
"Juan Fernández",1980,22,14,12,984,10.9,0,2,0,0,0,0,0.1829268292682927,0.1829268292682927,""
"Juan Ferney Otero",1995,23,51,38,3377,37.6,3,4,3,0,0.07995262066923305,0.07995262066923305,0.10660349422564405,0.1865561148948771,""
"Juan Forlín",1988,21,106,102,8792,97.7,2,2,2,0,0.020473157415832575,0.020473157415832575,0.020473157415832575,0.04094631483166515,""
"Juan Foyth",1998,20,50,41,3592,40,1,0,1,0,0.02505567928730512,0.02505567928730512,0,0.02505567928730512,""
"Juan García Granero",1981,23,4,0,68,0.8,0,0,0,0,0,0,0,0,""
"Juan González",1972,26,32,11,1319,14.6,5,0,5,0,0.3411675511751327,0.3411675511751327,0,0.3411675511751327,""
"Juan Gonzalo Lorca",1985,24,4,2,164,1.8,0,1,0,0,0,0,0.5487804878048781,0.5487804878048781,""
"Juan Hernández",1994,24,5,1,87,1,0,0,0,0,0,0,0,0,""
"Juan Ignacio Ramírez",1997,18,5,1,126,1.4,0,0,0,0,0,0,0,0,""
"Juan Iturbe",1993,20,95,53,4930,54.7,12,8,12,0,0.21906693711967545,0.21906693711967545,0.1460446247464503,0.36511156186612576,""
"Juan Jesus",1991,20,198,164,14857,165,3,1,3,0,0.0181732516658814,0.0181732516658814,0.0060577505552938,0.0242310022211752,""
"Juan Jesús Cabrera Rubio",1977,21,6,3,253,2.8,1,0,1,0,0.3557312252964427,0.3557312252964427,0,0.3557312252964427,""
"Juan José Cañas",1972,26,102,56,5365,59.7,2,0,2,0,0.033550792171481825,0.033550792171481825,0,0.033550792171481825,""
"Juan José Jayo",1973,27,32,27,2168,24.1,0,0,0,0,0,0,0,0,"*"
"Juan José Serrizuela",1977,22,19,12,1104,12.3,0,1,0,0,0,0,0.08152173913043478,0.08152173913043478,""
"Juan José Valencia",1971,26,20,20,1800,20,0,0,0,0,0,0,0,0,""
"Juan Krupoviesa",1979,28,6,5,377,4.2,0,0,0,0,0,0,0,0,"*"
"Juan Luis Mora",1973,25,113,111,9990,111,0,0,0,0,0,0,0,0,""
"Juan Manuel Falcón",1989,25,21,14,1246,13.8,4,0,4,0,0.28892455858747995,0.28892455858747995,0,0.28892455858747995,""
"Juan Manuel López",1969,29,2,0,60,0.7,0,0,0,0,0,0,0,0,"*"
"Juan Manuel Ortiz",1982,21,184,136,11564,128.4,12,8,12,0,0.09339328951919751,0.09339328951919751,0.06226219301279834,0.15565548253199585,""
"Juan Manuel Peña",1973,25,225,212,18784,208.8,1,1,1,0,0.004791311754684838,0.004791311754684838,0.004791311754684838,0.009582623509369677,""
"Juan Manuel Ramos",1996,23,6,2,294,3.3,0,0,0,0,0,0,0,0,""
"Juan Manuel Valencia",1998,20,1,0,28,0.3,0,0,0,0,0,0,0,0,""
"Juan Manuel Vargas",1983,22,256,208,18545,206.2,24,30,24,0,0.11647344297654354,0.11647344297654354,0.14559180372067942,0.262065246697223,""
"Juan Mata",1988,19,400,331,28074,312,84,81,79,5,0.269288309467835,0.2532592434280829,0.25967086984398374,0.5129301132720667,""
"Juan Merino",1970,27,106,91,7923,88.1,0,1,0,0,0,0,0.01135933358576297,0.01135933358576297,"*"
"Juan Miranda",2000,19,41,32,2956,32.9,1,2,1,0,0.030446549391069014,0.030446549391069014,0.06089309878213803,0.09133964817320704,""
"Juan Muñiz",1968,30,54,51,4508,50.099999999999994,0,0,0,0,0,0,0,0,"*"
"Juan Muñiz",1992,17,7,0,181,2,0,0,0,0,0,0,0,0,""
"Juan Muñoz",1995,18,9,3,340,3.8,1,0,1,0,0.2647058823529412,0.2647058823529412,0,0.2647058823529412,""
"Juan Musso",1994,24,125,125,11209,124.6,0,0,0,0,0,0,0,0,""
"Juan Neira",1989,23,7,1,108,1.2,0,0,0,0,0,0,0,0,""
"Juan Pablo Ángel",1975,24,176,139,11929,132.6,44,14,39,5,0.33196412104954315,0.2942409254757314,0.1056249476066728,0.3998658730824042,""
"Juan Pablo Caffa",1984,21,27,14,1270,14.100000000000001,0,5,0,0,0,0,0.3543307086614173,0.3543307086614173,""
"Juan Pablo Carrizo",1984,24,64,60,5584,62,0,0,0,0,0,0,0,0,""
"Juan Pablo Colinas",1978,23,142,141,12623,140.3,0,0,0,0,0,0,0,0,""
"Juan Pablo Francia",1984,16,87,60,5443,60.400000000000006,11,14,10,1,0.18188498989527835,0.1653499908138894,0.23148998713944519,0.3968399779533346,""
"Juan Pablo Pino",1987,19,65,37,3190,35.5,6,5,6,0,0.16927899686520376,0.16927899686520376,0.14106583072100312,0.31034482758620685,""
"Juan Pablo Sorín",1976,26,107,93,7837,87.1,13,6,11,2,0.149291820849815,0.1263238484113819,0.06890391731529923,0.1952277657266811,""
"Juan Pedro Pina",1985,22,3,2,208,2.3,0,0,0,0,0,0,0,0,""
"Juan Pérez",1996,23,6,6,540,6,0,0,0,0,0,0,0,0,""
"Juan Quero",1984,23,25,9,975,10.8,0,1,0,0,0,0,0.09230769230769231,0.09230769230769231,""
"Juan Quintero",1993,19,29,21,1832,20.3,2,2,2,0,0.0982532751091703,0.0982532751091703,0.0982532751091703,0.1965065502183406,""
"Juan Rafael Fuentes",1990,23,84,78,6862,76.3,0,2,0,0,0,0,0.026231419411250366,0.026231419411250366,""
"Juan Redondo",1977,25,72,55,4913,54.6,0,4,0,0,0,0,0.07327498473437818,0.07327498473437818,""
"Juan Rodríguez",1982,21,324,271,23935,266,20,9,19,1,0.07520367662419052,0.07144349279298098,0.03384165448088573,0.10528514727386672,""
"Juan Rodríguez",1995,21,4,2,232,2.6,0,0,0,0,0,0,0,0,""
"Juan Román Riquelme",1978,24,136,119,10837,120.5,39,35,21,18,0.3238903755651933,0.17440250991971948,0.2906708498661991,0.46507335978591857,""
"Juan Sánchez",1972,26,163,98,8955,99.39999999999999,40,10,37,3,0.4020100502512563,0.37185929648241206,0.10050251256281408,0.4723618090452261,""
"Juan Sánchez",2003,18,1,0,5,0.1,0,0,0,0,0,0,0,0,""
"Juan Sánchez Miño",1990,24,20,9,976,10.8,0,1,0,0,0,0,0.09221311475409837,0.09221311475409837,""
"Juan Sebastián Verón",1975,23,186,176,14887,165.4,24,34,22,2,0.1450930341909048,0.1330019480083294,0.2055484651037818,0.3385504131121112,""
"Juan Soriano",1997,20,15,15,1349,15,0,0,0,0,0,0,0,0,""
"Juan Ugarte",1982,18,1,0,14,0.2,0,0,0,0,0,0,0,0,""
"Juan Valera Espín",1984,18,200,170,15036,166.9,8,5,8,0,0.047885075818036714,0.047885075818036714,0.029928172386272944,0.07781324820430965,""
"Juan Velasco Damas",1977,22,200,194,16842,187.1,1,6,1,0,0.005343783398646241,0.005343783398646241,0.03206270039187745,0.037406483790523685,""
"Juan Villar",1988,20,12,2,253,2.8000000000000003,1,0,0,1,0.3557312252964427,0,0,0,""
"Juan Vizcaíno",1966,31,55,49,4141,46,1,2,1,0,0.021733880705143684,0.021733880705143684,0.04346776141028737,0.06520164211543106,"*"
"Juan Zamora",1983,20,2,2,180,2,0,0,0,0,0,0,0,0,""
"Juan Zúñiga",1985,22,183,126,12102,134.6,5,12,5,0,0.03718393653941497,0.03718393653941497,0.08924144769459592,0.1264253842340109,""
"Juanan",1987,25,15,13,1182,13.1,0,0,0,0,0,0,0,0,""
"Juanan Entrena",1996,20,3,1,103,1.1,0,0,0,0,0,0,0,0,""
"Juande",1986,20,38,28,2411,26.8,1,0,1,0,0.03732890916632103,0.03732890916632103,0,0.03732890916632103,""
"Juanele",1971,27,137,119,9979,110.9,21,19,19,2,0.18939773524401243,0.17135985569696363,0.17135985569696363,0.34271971139392726,"*"
"Juanfran",1976,22,363,334,29305,325.7,6,9,6,0,0.018426889609281693,0.018426889609281693,0.027640334413922538,0.046067224023204234,""
"Juanfran",1985,18,427,374,32805,364.6,16,38,16,0,0.0438957475994513,0.0438957475994513,0.10425240054869685,0.14814814814814814,""
"Juanfran",1988,18,197,176,15451,171.7,4,11,4,0,0.023299462817940587,0.023299462817940587,0.06407352274933661,0.0873729855672772,""
"Juanito",1965,33,20,15,1304,14.5,0,0,0,0,0,0,0,0,"*"
"Juanito",1976,25,272,268,23960,266.4,21,3,21,0,0.07888146911519199,0.07888146911519199,0.011268781302170284,0.09015025041736227,""
"Juanito",1980,22,218,190,16396,182.1,4,3,4,0,0.021956574774335203,0.021956574774335203,0.016467431080751403,0.03842400585508661,""
"Juanito",1985,28,88,53,5029,55.9,12,8,12,0,0.21475442433883477,0.21475442433883477,0.14316961622588983,0.3579240405647246,"*"
"Juanjo Bezares",1981,22,28,21,1910,21.200000000000003,0,0,0,0,0,0,0,0,""
"Juanjo Camacho",1980,23,8,0,96,1.1,0,1,0,0,0,0,0.9375,0.9375,""
"Juanjo Expósito",1985,18,63,21,2430,27,5,1,5,0,0.1851851851851852,0.1851851851851852,0.037037037037037035,0.22222222222222224,""
"Juanjo Narváez",1995,22,7,4,304,3.4,0,0,0,0,0,0,0,0,""
"Juankar",1990,20,148,108,9332,103.7,6,12,6,0,0.05786540934419203,0.05786540934419203,0.11573081868838406,0.17359622803257607,""
"Juanlu",1980,24,122,85,7371,82,14,11,14,0,0.17094017094017094,0.17094017094017094,0.1343101343101343,0.3052503052503053,""
"Juanlu",1984,20,33,31,2390,26.5,4,2,4,0,0.1506276150627615,0.1506276150627615,0.07531380753138076,0.22594142259414227,""
"Juanma",1977,23,139,136,11907,132.3,7,3,7,0,0.05291005291005291,0.05291005291005291,0.02267573696145125,0.07558578987150416,""
"Juanma",1978,25,31,30,2615,29.1,0,2,0,0,0,0,0.06883365200764818,0.06883365200764818,""
"Juanma",1980,22,38,37,3375,37.5,0,0,0,0,0,0,0,0,""
"Juanma",1981,23,130,82,7358,81.7,11,15,11,0,0.13454743136721933,0.13454743136721933,0.18347377004620818,0.3180212014134275,""
"Juanma",1993,20,3,1,82,0.9,0,0,0,0,0,0,0,0,""
"Juanmi",1971,27,151,150,13419,149.1,0,0,0,0,0,0,0,0,"*"
"Juanmi",1993,16,237,120,11385,126.4,57,8,57,0,0.4505928853754941,0.4505928853754941,0.0632411067193676,0.5138339920948617,""
"Juanmi Callejón",1987,21,1,1,50,0.6,0,0,0,0,0,0,0,0,""
"Juanmi Gelabert",1972,28,23,17,1530,17,0,1,0,0,0,0,0.058823529411764705,0.058823529411764705,"*"
"Juanpa",1978,25,25,20,1777,19.7,0,1,0,0,0,0,0.050647158131682614,0.050647158131682614,""
"Juanpe",1991,26,68,65,5832,64.8,5,1,5,0,0.07716049382716049,0.07716049382716049,0.015432098765432098,0.09259259259259259,""
